File Name,Scenario Name,AR6 Category,AR6 Carbon Budget,cb,cb_parse_mode,cb_relation,cb_exclusion_reason,AR6 cross-check flag
Li 等 - 2024 - Investigation of the impact of diverse climate conditions on the cultivation suitability of Cinna.pdf,SSP126-2050s,C1,1150.0,1150.0,field-only scalar,,,False
Moridi 等 - 2025 - Integrating climatic projections and geographical variables to predict road accident risks based on.pdf,RCP 8.5,SSP5-8.5,Very high,,excluded,,no unambiguous carbon-budget value,False
Zhang 等 - 2021 - China's energy-related carbon emissions projections for the shared socioeconomic pathways.pdf,SSP1,C3,942.4855433794125,942.4855433794125,field-only scalar,,,False
Zhang 等 - 2021 - China's energy-related carbon emissions projections for the shared socioeconomic pathways.pdf,SSP2 - Intermediate Development Path,C5,325.2897925777136,325.2897925777136,field-only scalar,,,True
Zhang 等 - 2021 - China's energy-related carbon emissions projections for the shared socioeconomic pathways.pdf,SSP3-7.0,C7,5565.348400074735,5565.348400074735,field-only scalar,,,False
Zhang 等 - 2021 - China's energy-related carbon emissions projections for the shared socioeconomic pathways.pdf,SSP4-6.0,C6,926.934350590003,926.934350590003,field-only scalar,,,False
Zhang 等 - 2021 - China's energy-related carbon emissions projections for the shared socioeconomic pathways.pdf,SSP5-8.5,C8,325.395,325.395,field-only scalar,,,True
"Singh 等 - 2020 - Modelling Agriculture, Forestry and Other Land Use (AFOLU) in response to climate change scenarios f.pdf",RCP 2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Nenzen 等 - 2020 - Projected climate change effects on Alberta's boreal forests imply future challenges for oil sands r.pdf,RCP2.6,C1 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Strauss 等 - 2012 - Modeling climate change and biophysical impacts of crop production in the Austrian Marchfeld Region.pdf,B1,C4,652.4725285661066,652.4725285661066,field-only scalar,,,False
Wilby 等 - 2006 - Integrated modelling of climate change impacts on water resources and quality in a lowland catchment.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Wilby 等 - 2006 - Integrated modelling of climate change impacts on water resources and quality in a lowland catchment.pdf,B2,C5,835.4639342141137,835.4639342141137,field-only scalar,,,False
"Zhang 等 - 2015 - Using ORYZA2000 to model cold rice yield response to climate change in the Heilongjiang province, Ch.pdf",A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
"Zhang 等 - 2015 - Using ORYZA2000 to model cold rice yield response to climate change in the Heilongjiang province, Ch.pdf",B2,C5,835.4639342141137,835.4639342141137,field-only scalar,,,False
Lippe 等 - 2017 - Simulating Stakeholder-Based Land-Use Change Scenarios and Their Implication on Above-Ground Carbon.pdf,REFOREST,C5,4631.628201551354,4631.628201551354,field-only scalar,,,False
Wu 等 - 2018 - Modeling risk analysis for rice production due to agro-climate change and uncertainty in irrigation.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
"Liu 等 - 2024 - Geographical distribution and ecological niche dynamics of Crassostrea sikamea (Amemiya, 1928.pdf",RCP2.6,C2,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Yang 等 - 2013 - Effects of Domain Selection on Singular-Value-Decomposition Based Statistical Downscaling of Monthly.pdf,B1,C5,652.4725285661066,652.4725285661066,field-only scalar,,,False
Monerie 等 - 2024 - Internally Driven Variability of the Angola Low is the Main Source of Uncertainty for the Future Cha.pdf,SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Monerie 等 - 2024 - Internally Driven Variability of the Angola Low is the Main Source of Uncertainty for the Future Cha.pdf,SSP2-4.5,C4,2750,2750.0,field-only scalar,,,False
"Sommer和Lengfellner - 2008 - Climate change and the timing, magnitude, and composition of the phytoplankton spring bloom.pdf","Temperature elevation scenarios (0°C, 2°C, 4°C, 6°C)",C5: limit warming to 2.5°C (>50%),1793.871566014591,1793.871566014591,field-only scalar,,,False
Westervelt 等 - 2016 - Quantifying PM2.5-meteorology sensitivities in a global climate model.pdf,RCP2.6_2005AER,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Sinha 等 - 2019 - Societal decisions about climate mitigation will have dramatic impacts on eutrophication in the 21st.pdf,SSP1-2.6,C1,~400-500 Gt CO2,450.0,unit-bound range midpoint,~,,False
Sinha 等 - 2019 - Societal decisions about climate mitigation will have dramatic impacts on eutrophication in the 21st.pdf,SSP4-3.4,C2,1815.229110400331,1815.229110400331,field-only scalar,,,False
Li 等 - 2023 - Refined Assessment and Future Projections of Indian Summer Monsoon Rainfall Using CMIP6 Models.pdf,SSP1-2.6,C1,~500 GtCO₂,500.0,unit-bound scalar,~,,False
Li 等 - 2023 - Refined Assessment and Future Projections of Indian Summer Monsoon Rainfall Using CMIP6 Models.pdf,SSP5-8.5,C8,Exhausted,,excluded,,no unambiguous carbon-budget value,False
Fendrich 等 - 2020 - Disclosing contrasting scenarios for future land cover in Brazil Results from a high-resolution spa.pdf,S1: High Population Growth and Infrastructure Development under RCP8.5,C8,893.060956844902,893.060956844902,field-only scalar,,,False
Fendrich 等 - 2020 - Disclosing contrasting scenarios for future land cover in Brazil Results from a high-resolution spa.pdf,S2: Partial Incorporation of Environmental Policies in Brazil,C4: limit warming to 2°C (>50%),1447.733517816087,1447.733517816087,field-only scalar,,,False
Marchessaux 等 - 2021 - Predicting the current and future global distribution of the invasive freshwater hydrozoan Craspe.pdf,SSP126,C1,400-500 GtCO₂,450.0,unit-bound range midpoint,,,False
Burrows 等 - 2014 - Geographical limits to species-range shifts are suggested by climate velocity.pdf,RCP8.5,C8 (SSP5-8.5),~7000 GtCO₂ (2015-2100 cumulative),7000.0,unit-bound scalar,~,,False
Zhang 等 - 2025 - Future Meiyu Precipitation Change and Atmospheric River Impacts Across East Asia Regional Dispariti.pdf,SSP245,C3,2744.812344177873,2744.812344177873,field-only scalar,,,False
Yu 等 - 2021 - Low-elevation endemic Rhododendrons in China are highly vulnerable to climate and land use ch.pdf,RCP2.6 climate change only (CC),C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Sun 等 - 2023 - The two chytrid pathogens of amphibians in Eurasia-climatic niches and future expansion.pdf,SSP245,C5,2744.812344177873,2744.812344177873,field-only scalar,,,False
Soteriades 等 - 2017 - Understanding global climate change scenarios through bioclimate stratification.pdf,RCP2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Soteriades 等 - 2017 - Understanding global climate change scenarios through bioclimate stratification.pdf,RCP4.5,C5 (RCP equivalent),N/A (CO₂-only metric; RCPs include all GHGs),,excluded,,explicitly missing/unspecified,False
Dunn 等 - 2019 - Projections of declining fluvial sediment delivery to major deltas worldwide in response to climate.pdf,RCP2.6,C1,~500 Gt CO2 from 2020,500.0,unit-bound scalar,~,,False
Lee 等 - 2022 - Runoff Reduction Effects at Installation of LID Facilities under Different Climate Change Scenarios.pdf,RCP8.5,SSP5-8.5,~7000 GtCO₂ from 2015,7000.0,unit-bound scalar,~,,False
Chakraborty 等 - 2021 - Scenario-based prediction of climate change impacts on building cooling energy consumption with expl.pdf,SSP126 (Sustainable Green Energy Pathway),C1,942.4855433794125,942.4855433794125,field-only scalar,,,False
Chakraborty 等 - 2021 - Scenario-based prediction of climate change impacts on building cooling energy consumption with expl.pdf,SSP245,C5,2744.812344177873,2744.812344177873,field-only scalar,,,False
Zhang 等 - 2024 - Projecting Response of Ecological Vulnerability to Future Climate Change and Human Policies in the Y.pdf,Ecological Conservation Management Scenario (ECMS),C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Ribalaygua 等 - 2013 - Climate change scenarios for temperature and precipitation in Aragon (Spain).pdf,A2,C7,102.7723603383973,102.7723603383973,field-only scalar,,,True
Ribalaygua 等 - 2013 - Climate change scenarios for temperature and precipitation in Aragon (Spain).pdf,B1,C4,652.4725285661066,652.4725285661066,field-only scalar,,,False
Douglas 等 - 2023 - Changes to population-based emergence of climate change from CMIP5 to CMIP6.pdf,SSP1-1.9,C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
Douglas 等 - 2023 - Changes to population-based emergence of climate change from CMIP5 to CMIP6.pdf,SSP1-2.6,C1,942.4855433794125,942.4855433794125,field-only scalar,,,False
Douglas 等 - 2023 - Changes to population-based emergence of climate change from CMIP5 to CMIP6.pdf,SSP2-4.5,C3,~1150 GtCO₂ from 2020,1150.0,unit-bound scalar,~,,False
Zhang 等 - 2017 - Recovery of plant species diversity during long-term experimental warming of a species-rich alpine m.pdf,Experimental warming (1-2°C),C5: limit warming to 2.5°C (>50%),1793.871566014591,1793.871566014591,field-only scalar,,,False
Mohamed 等 - 2025 - Impact of climate change on millet yield under different fertilization levels in three agroecologica.pdf,SSP1-2.6,C1,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Mueller 等 - 2024 - Decarbonizing the cement industry Findings from coupling prospective life cycle assessment of clink.pdf,SSP2-Base,C7,474.638 Gt CO₂,474.638,unit-bound scalar,,,True
Mueller 等 - 2024 - Decarbonizing the cement industry Findings from coupling prospective life cycle assessment of clink.pdf,SSP2-2.6,C1,~500 GtCO2 from 2020,500.0,unit-bound scalar,~,,False
Mueller 等 - 2024 - Decarbonizing the cement industry Findings from coupling prospective life cycle assessment of clink.pdf,SSP2-1.9,C1,-1.072227410599357,,excluded,,no unambiguous carbon-budget value,False
Brimo 等 - 2018 - In situ long-term modeling of phenanthrene dynamics in an aged contaminated soil using the VSOIL pla.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Brimo 等 - 2018 - In situ long-term modeling of phenanthrene dynamics in an aged contaminated soil using the VSOIL pla.pdf,B1,C4,652.4725285661066,652.4725285661066,field-only scalar,,,False
Liu 等 - 2016 - Sustainable bioenergy production with little carbon debt in the Loess Plateau of China.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Liu 等 - 2016 - Sustainable bioenergy production with little carbon debt in the Loess Plateau of China.pdf,B2,C5,835.4639342141137,835.4639342141137,field-only scalar,,,False
Onozuka 等 - 2019 - Modeling Future Projections of Temperature-Related Excess Morbidity due to Infectious Gastroenteriti.pdf,RCP2.6,C1 (Below 1.5°C with no or limited overshoot),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Nauels 等 - 2017 - Linking sea level rise and socioeconomic indicators under the Shared Socioeconomic Pathways.pdf,SSP2 - Middle of the Road,C5,325.2897925777136,325.2897925777136,field-only scalar,,,True
Nauels 等 - 2017 - Linking sea level rise and socioeconomic indicators under the Shared Socioeconomic Pathways.pdf,SSP3: A future world of regional rivalry with high challenges to both mitigation and adaptation,C7,5565.348400074735,5565.348400074735,field-only scalar,,,False
Nauels 等 - 2017 - Linking sea level rise and socioeconomic indicators under the Shared Socioeconomic Pathways.pdf,SSP4,C5,926.934350590003,926.934350590003,field-only scalar,,,False
Nauels 等 - 2017 - Linking sea level rise and socioeconomic indicators under the Shared Socioeconomic Pathways.pdf,SSP5: Fossil-fueled development with high energy demand and low adaptation challenges,C8,325.3951167461587,325.3951167461587,field-only scalar,,,True
Rodrigues和Fernandes - 2020 - Overheating risk in Mediterranean residential buildings Comparison of current and future climate sc.pdf,A2 - Business-as-usual pathway with medium-high emissions,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Long 等 - 2025 - Modeling the Suitable Habitat of Silver Pheasant (Lophura nycthemera) in China Under Climate.pdf,SSP126,C1,~400-500 GtCO₂ (remaining from 2020),450.0,unit-bound range midpoint,~,,False
Munoz-Rojas 等 - 2013 - Modelling soil organic carbon stocks in global change scenarios a CarboSOIL application.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Yamanaka 等 - 2021 - Projected climate change in the western North Pacific at the end of the 21st century from ensemble s.pdf,RCP2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
"Woo 等 - 2009 - Simulating monthly streamflow for the Upper Changjiang, China, under climatic change scenarios.pdf",B2,C5,835.4639342141137,835.4639342141137,field-only scalar,,,False
"Woo 等 - 2009 - Simulating monthly streamflow for the Upper Changjiang, China, under climatic change scenarios.pdf",A2,C6,102.7723603383973,102.7723603383973,field-only scalar,,,True
"Perez 等 - 2015 - Transport-related measures to mitigate climate change in Basel, Switzerland A health-effectiveness.pdf",p50,C6: limit warming to 3°C (>50%),2483.933253664281,2483.933253664281,field-only scalar,,,False
Dimitrova 等 - 2022 - Projecting the impact of air pollution on child stunting in India-synergies and trade-offs between c.pdf,2°C without access policy,C1,1793.871566014591,1793.871566014591,field-only scalar,,,False
Dimitrova 等 - 2022 - Projecting the impact of air pollution on child stunting in India-synergies and trade-offs between c.pdf,2°C MFR without access policy,C1,1793.871566014591,1793.871566014591,field-only scalar,,,False
Dimitrova 等 - 2022 - Projecting the impact of air pollution on child stunting in India-synergies and trade-offs between c.pdf,2°C MFR with access policy,C3,1793.871566014591,1793.871566014591,field-only scalar,,,False
"Zhang 等 - 2021 - The Impact of the Changes in Climate, Land Use and Direct Human Activity on the Discharge in Qingshu.pdf",S1: Climate data from 1980-2016 with land use held constant at baseline conditions,C3: limit warming to 2°C (>67%),893.060956844902,893.060956844902,field-only scalar,,,False
"Zhang 等 - 2021 - The Impact of the Changes in Climate, Land Use and Direct Human Activity on the Discharge in Qingshu.pdf",S2: Baseline climate data with land use from the study period,C4: limit warming to 2°C (>50%),1447.733517816087,1447.733517816087,field-only scalar,,,False
Kaste 等 - 2006 - Linked models to assess the impacts of climate change on nitrogen in a Norwegian river basin and fjo.pdf,A2,C6,102.7723603383973,102.7723603383973,field-only scalar,,,True
Catano 等 - 2015 - Using Scenario Planning to Evaluate the Impacts of Climate Change on Wildlife Populations and Commun.pdf,?ET,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Catano 等 - 2015 - Using Scenario Planning to Evaluate the Impacts of Climate Change on Wildlife Populations and Commun.pdf,1.5°C Temperature Increase with 10% Decrease in Precipitation and 30.5 cm Sea Level Rise,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Catano 等 - 2015 - Using Scenario Planning to Evaluate the Impacts of Climate Change on Wildlife Populations and Commun.pdf,?RF ? ET,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Slangen 等 - 2022 - Rethinking Sea-Level Projections Using Families and Timing Differences.pdf,RCP2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Lathouwers 等 - 2025 - Impact of future climate change and land-use change on habitat suitability for a long-distance avian.pdf,SSP1-RCP2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Zhou 等 - 2016 - Study on projection of water resources of Dongting Lake catchment based on emission scenarios assump.pdf,RCP2.6,SSP1-2.6 (RCP2.6 equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
